"Dzien symulacji: ","1","Liczba roslin: ","99","Liczba zwierzat: ","107","Liczba wolnych pol : ","710","Najpopularniejszy genotyp: ","[3, 1, 1, 0, 3, 5, 1, 1]","Sredni poziom energii zyjacych: ","17,69","Srednia dlugosc zycia martwych: ","0,00"
"Dzien symulacji: ","779","Liczba roslin: ","174","Liczba zwierzat: ","85","Liczba wolnych pol : ","648","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","28,78","Srednia dlugosc zycia martwych: ","43,31"
"Dzien symulacji: ","780","Liczba roslin: ","175","Liczba zwierzat: ","84","Liczba wolnych pol : ","649","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","28,83","Srednia dlugosc zycia martwych: ","43,32"
"Dzien symulacji: ","781","Liczba roslin: ","169","Liczba zwierzat: ","84","Liczba wolnych pol : ","656","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","29,38","Srednia dlugosc zycia martwych: ","43,34"
"Dzien symulacji: ","782","Liczba roslin: ","168","Liczba zwierzat: ","82","Liczba wolnych pol : ","657","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","29,83","Srednia dlugosc zycia martwych: ","43,58"
"Dzien symulacji: ","783","Liczba roslin: ","170","Liczba zwierzat: ","82","Liczba wolnych pol : ","659","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","29,44","Srednia dlugosc zycia martwych: ","43,52"
"Dzien symulacji: ","784","Liczba roslin: ","177","Liczba zwierzat: ","83","Liczba wolnych pol : ","655","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","28,08","Srednia dlugosc zycia martwych: ","43,68"
"Dzien symulacji: ","785","Liczba roslin: ","175","Liczba zwierzat: ","83","Liczba wolnych pol : ","651","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","28,17","Srednia dlugosc zycia martwych: ","43,61"
"Dzien symulacji: ","786","Liczba roslin: ","170","Liczba zwierzat: ","82","Liczba wolnych pol : ","655","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","28,85","Srednia dlugosc zycia martwych: ","43,61"
"Dzien symulacji: ","787","Liczba roslin: ","165","Liczba zwierzat: ","82","Liczba wolnych pol : ","661","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","29,20","Srednia dlugosc zycia martwych: ","43,54"
"Dzien symulacji: ","788","Liczba roslin: ","163","Liczba zwierzat: ","81","Liczba wolnych pol : ","661","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","29,67","Srednia dlugosc zycia martwych: ","43,51"
"Dzien symulacji: ","789","Liczba roslin: ","167","Liczba zwierzat: ","80","Liczba wolnych pol : ","659","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","29,41","Srednia dlugosc zycia martwych: ","43,46"
"Dzien symulacji: ","790","Liczba roslin: ","167","Liczba zwierzat: ","82","Liczba wolnych pol : ","663","Najpopularniejszy genotyp: ","[2, 1, 1, 7, 3, 6, 6, 1]","Sredni poziom energii zyjacych: ","28,55","Srednia dlugosc zycia martwych: ","43,71"
"Dzien symulacji: ","791","Liczba roslin: ","171","Liczba zwierzat: ","83","Liczba wolnych pol : ","657","Najpopularniejszy genotyp: ","[2, 1, 1, 7, 3, 6, 6, 1]","Sredni poziom energii zyjacych: ","27,57","Srednia dlugosc zycia martwych: ","43,66"
"Dzien symulacji: ","792","Liczba roslin: ","171","Liczba zwierzat: ","84","Liczba wolnych pol : ","658","Najpopularniejszy genotyp: ","[2, 1, 1, 7, 3, 6, 6, 1]","Sredni poziom energii zyjacych: ","26,83","Srednia dlugosc zycia martwych: ","43,63"
"Dzien symulacji: ","793","Liczba roslin: ","173","Liczba zwierzat: ","84","Liczba wolnych pol : ","656","Najpopularniejszy genotyp: ","[2, 1, 1, 7, 3, 6, 6, 1]","Sredni poziom energii zyjacych: ","26,07","Srednia dlugosc zycia martwych: ","43,81"
"Dzien symulacji: ","794","Liczba roslin: ","174","Liczba zwierzat: ","82","Liczba wolnych pol : ","650","Najpopularniejszy genotyp: ","[2, 1, 1, 7, 3, 6, 6, 1]","Sredni poziom energii zyjacych: ","26,44","Srednia dlugosc zycia martwych: ","43,72"
"Dzien symulacji: ","795","Liczba roslin: ","175","Liczba zwierzat: ","80","Liczba wolnych pol : ","657","Najpopularniejszy genotyp: ","[2, 1, 1, 7, 3, 6, 6, 1]","Sredni poziom energii zyjacych: ","26,73","Srednia dlugosc zycia martwych: ","43,65"
"Dzien symulacji: ","796","Liczba roslin: ","179","Liczba zwierzat: ","80","Liczba wolnych pol : ","654","Najpopularniejszy genotyp: ","[2, 1, 1, 7, 3, 6, 6, 1]","Sredni poziom energii zyjacych: ","26,10","Srednia dlugosc zycia martwych: ","43,78"
"Dzien symulacji: ","797","Liczba roslin: ","180","Liczba zwierzat: ","78","Liczba wolnych pol : ","648","Najpopularniejszy genotyp: ","[2, 1, 1, 7, 3, 6, 6, 1]","Sredni poziom energii zyjacych: ","26,41","Srednia dlugosc zycia martwych: ","43,70"
"Dzien symulacji: ","798","Liczba roslin: ","177","Liczba zwierzat: ","78","Liczba wolnych pol : ","654","Najpopularniejszy genotyp: ","[2, 1, 1, 7, 3, 6, 6, 1]","Sredni poziom energii zyjacych: ","26,56","Srednia dlugosc zycia martwych: ","43,67"
"Dzien symulacji: ","799","Liczba roslin: ","177","Liczba zwierzat: ","77","Liczba wolnych pol : ","652","Najpopularniejszy genotyp: ","[2, 1, 1, 7, 3, 6, 6, 1]","Sredni poziom energii zyjacych: ","26,61","Srednia dlugosc zycia martwych: ","43,63"
"Dzien symulacji: ","800","Liczba roslin: ","179","Liczba zwierzat: ","75","Liczba wolnych pol : ","653","Najpopularniejszy genotyp: ","[2, 1, 1, 7, 3, 6, 6, 1]","Sredni poziom energii zyjacych: ","26,72","Srednia dlugosc zycia martwych: ","43,61"
"Dzien symulacji: ","801","Liczba roslin: ","179","Liczba zwierzat: ","75","Liczba wolnych pol : ","653","Najpopularniejszy genotyp: ","[2, 1, 1, 7, 3, 6, 6, 1]","Sredni poziom energii zyjacych: ","26,39","Srednia dlugosc zycia martwych: ","43,59"
"Dzien symulacji: ","802","Liczba roslin: ","178","Liczba zwierzat: ","73","Liczba wolnych pol : ","657","Najpopularniejszy genotyp: ","[2, 1, 1, 7, 3, 6, 6, 1]","Sredni poziom energii zyjacych: ","27,07","Srednia dlugosc zycia martwych: ","43,52"
"Dzien symulacji: ","803","Liczba roslin: ","178","Liczba zwierzat: ","72","Liczba wolnych pol : ","655","Najpopularniejszy genotyp: ","[2, 1, 1, 7, 3, 6, 6, 1]","Sredni poziom energii zyjacych: ","27,49","Srednia dlugosc zycia martwych: ","43,53"
"Dzien symulacji: ","804","Liczba roslin: ","180","Liczba zwierzat: ","74","Liczba wolnych pol : ","653","Najpopularniejszy genotyp: ","[2, 1, 1, 7, 3, 6, 6, 1]","Sredni poziom energii zyjacych: ","26,15","Srednia dlugosc zycia martwych: ","43,50"
"Dzien symulacji: ","805","Liczba roslin: ","179","Liczba zwierzat: ","72","Liczba wolnych pol : ","657","Najpopularniejszy genotyp: ","[2, 1, 1, 7, 3, 6, 6, 1]","Sredni poziom energii zyjacych: ","26,99","Srednia dlugosc zycia martwych: ","43,48"
"Dzien symulacji: ","806","Liczba roslin: ","176","Liczba zwierzat: ","72","Liczba wolnych pol : ","654","Najpopularniejszy genotyp: ","[2, 1, 1, 7, 3, 6, 6, 1]","Sredni poziom energii zyjacych: ","27,38","Srednia dlugosc zycia martwych: ","43,48"
"Dzien symulacji: ","807","Liczba roslin: ","175","Liczba zwierzat: ","72","Liczba wolnych pol : ","657","Najpopularniejszy genotyp: ","[2, 1, 1, 7, 3, 6, 6, 1]","Sredni poziom energii zyjacych: ","27,49","Srednia dlugosc zycia martwych: ","43,49"
"Dzien symulacji: ","808","Liczba roslin: ","173","Liczba zwierzat: ","72","Liczba wolnych pol : ","659","Najpopularniejszy genotyp: ","[2, 1, 1, 7, 3, 6, 6, 1]","Sredni poziom energii zyjacych: ","27,60","Srednia dlugosc zycia martwych: ","43,74"
"Dzien symulacji: ","809","Liczba roslin: ","172","Liczba zwierzat: ","70","Liczba wolnych pol : ","665","Najpopularniejszy genotyp: ","[2, 1, 1, 7, 3, 6, 6, 1]","Sredni poziom energii zyjacych: ","27,96","Srednia dlugosc zycia martwych: ","43,72"
"Dzien symulacji: ","810","Liczba roslin: ","174","Liczba zwierzat: ","66","Liczba wolnych pol : ","665","Najpopularniejszy genotyp: ","[4, 0, 6, 4, 0, 1, 6, 6]","Sredni poziom energii zyjacych: ","29,26","Srednia dlugosc zycia martwych: ","43,82"
"Dzien symulacji: ","811","Liczba roslin: ","177","Liczba zwierzat: ","64","Liczba wolnych pol : ","666","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","29,64","Srednia dlugosc zycia martwych: ","43,75"
"Dzien symulacji: ","812","Liczba roslin: ","179","Liczba zwierzat: ","63","Liczba wolnych pol : ","661","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","29,90","Srednia dlugosc zycia martwych: ","44,10"
"Dzien symulacji: ","813","Liczba roslin: ","182","Liczba zwierzat: ","62","Liczba wolnych pol : ","663","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","30,03","Srednia dlugosc zycia martwych: ","44,06"
"Dzien symulacji: ","814","Liczba roslin: ","180","Liczba zwierzat: ","62","Liczba wolnych pol : ","661","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","30,48","Srednia dlugosc zycia martwych: ","44,06"
"Dzien symulacji: ","815","Liczba roslin: ","179","Liczba zwierzat: ","62","Liczba wolnych pol : ","661","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","30,45","Srednia dlugosc zycia martwych: ","44,06"
"Dzien symulacji: ","816","Liczba roslin: ","183","Liczba zwierzat: ","61","Liczba wolnych pol : ","665","Najpopularniejszy genotyp: ","[0, 0, 6, 1, 7, 4, 6, 4]","Sredni poziom energii zyjacych: ","30,11","Srednia dlugosc zycia martwych: ","44,19"
"Dzien symulacji: ","817","Liczba roslin: ","185","Liczba zwierzat: ","58","Liczba wolnych pol : ","665","Najpopularniejszy genotyp: ","[0, 0, 6, 1, 7, 4, 6, 4]","Sredni poziom energii zyjacych: ","31,57","Srednia dlugosc zycia martwych: ","44,57"
"Dzien symulacji: ","818","Liczba roslin: ","186","Liczba zwierzat: ","59","Liczba wolnych pol : ","660","Najpopularniejszy genotyp: ","[0, 0, 6, 1, 7, 4, 6, 4]","Sredni poziom energii zyjacych: ","30,88","Srednia dlugosc zycia martwych: ","44,54"
"Dzien symulacji: ","819","Liczba roslin: ","188","Liczba zwierzat: ","55","Liczba wolnych pol : ","658","Najpopularniejszy genotyp: ","[0, 0, 6, 1, 7, 4, 6, 4]","Sredni poziom energii zyjacych: ","33,15","Srednia dlugosc zycia martwych: ","44,76"
"Dzien symulacji: ","820","Liczba roslin: ","188","Liczba zwierzat: ","53","Liczba wolnych pol : ","661","Najpopularniejszy genotyp: ","[0, 0, 6, 1, 7, 4, 6, 4]","Sredni poziom energii zyjacych: ","34,53","Srednia dlugosc zycia martwych: ","44,77"
"Dzien symulacji: ","821","Liczba roslin: ","188","Liczba zwierzat: ","52","Liczba wolnych pol : ","662","Najpopularniejszy genotyp: ","[0, 0, 6, 1, 7, 4, 6, 4]","Sredni poziom energii zyjacych: ","35,35","Srednia dlugosc zycia martwych: ","44,75"
"Dzien symulacji: ","822","Liczba roslin: ","190","Liczba zwierzat: ","52","Liczba wolnych pol : ","660","Najpopularniejszy genotyp: ","[0, 0, 6, 1, 7, 4, 6, 4]","Sredni poziom energii zyjacych: ","35,12","Srednia dlugosc zycia martwych: ","44,75"
"Dzien symulacji: ","823","Liczba roslin: ","193","Liczba zwierzat: ","51","Liczba wolnych pol : ","657","Najpopularniejszy genotyp: ","[0, 0, 6, 1, 7, 4, 6, 4]","Sredni poziom energii zyjacych: ","35,59","Srednia dlugosc zycia martwych: ","44,71"
"Dzien symulacji: ","824","Liczba roslin: ","199","Liczba zwierzat: ","49","Liczba wolnych pol : ","656","Najpopularniejszy genotyp: ","[0, 0, 6, 1, 7, 4, 6, 4]","Sredni poziom energii zyjacych: ","36,04","Srednia dlugosc zycia martwych: ","44,66"
"Dzien symulacji: ","825","Liczba roslin: ","201","Liczba zwierzat: ","49","Liczba wolnych pol : ","658","Najpopularniejszy genotyp: ","[0, 0, 6, 1, 7, 4, 6, 4]","Sredni poziom energii zyjacych: ","35,65","Srednia dlugosc zycia martwych: ","44,74"
"Dzien symulacji: ","826","Liczba roslin: ","203","Liczba zwierzat: ","48","Liczba wolnych pol : ","654","Najpopularniejszy genotyp: ","[2, 3, 1, 2, 0, 7, 3, 1]","Sredni poziom energii zyjacych: ","36,31","Srednia dlugosc zycia martwych: ","44,70"
"Dzien symulacji: ","827","Liczba roslin: ","203","Liczba zwierzat: ","45","Liczba wolnych pol : ","654","Najpopularniejszy genotyp: ","[0, 0, 6, 1, 7, 4, 6, 4]","Sredni poziom energii zyjacych: ","39,29","Srednia dlugosc zycia martwych: ","45,00"
"Dzien symulacji: ","828","Liczba roslin: ","204","Liczba zwierzat: ","45","Liczba wolnych pol : ","653","Najpopularniejszy genotyp: ","[0, 0, 6, 1, 7, 4, 6, 4]","Sredni poziom energii zyjacych: ","39,62","Srednia dlugosc zycia martwych: ","45,00"
"Dzien symulacji: ","829","Liczba roslin: ","207","Liczba zwierzat: ","45","Liczba wolnych pol : ","649","Najpopularniejszy genotyp: ","[0, 0, 6, 1, 7, 4, 6, 4]","Sredni poziom energii zyjacych: ","39,51","Srednia dlugosc zycia martwych: ","45,00"
"Dzien symulacji: ","830","Liczba roslin: ","211","Liczba zwierzat: ","47","Liczba wolnych pol : ","647","Najpopularniejszy genotyp: ","[0, 0, 6, 1, 7, 4, 6, 4]","Sredni poziom energii zyjacych: ","37,47","Srednia dlugosc zycia martwych: ","45,00"
"Dzien symulacji: ","831","Liczba roslin: ","212","Liczba zwierzat: ","46","Liczba wolnych pol : ","645","Najpopularniejszy genotyp: ","[0, 0, 6, 1, 7, 4, 6, 4]","Sredni poziom energii zyjacych: ","38,59","Srednia dlugosc zycia martwych: ","45,17"
"Dzien symulacji: ","832","Liczba roslin: ","213","Liczba zwierzat: ","46","Liczba wolnych pol : ","642","Najpopularniejszy genotyp: ","[0, 0, 6, 1, 7, 4, 6, 4]","Sredni poziom energii zyjacych: ","38,89","Srednia dlugosc zycia martwych: ","45,17"
"Dzien symulacji: ","833","Liczba roslin: ","216","Liczba zwierzat: ","44","Liczba wolnych pol : ","642","Najpopularniejszy genotyp: ","[0, 0, 6, 1, 7, 4, 6, 4]","Sredni poziom energii zyjacych: ","40,57","Srednia dlugosc zycia martwych: ","45,71"
"Dzien symulacji: ","834","Liczba roslin: ","218","Liczba zwierzat: ","44","Liczba wolnych pol : ","641","Najpopularniejszy genotyp: ","[0, 0, 6, 1, 7, 4, 6, 4]","Sredni poziom energii zyjacych: ","40,25","Srednia dlugosc zycia martwych: ","45,71"
"Dzien symulacji: ","835","Liczba roslin: ","221","Liczba zwierzat: ","44","Liczba wolnych pol : ","641","Najpopularniejszy genotyp: ","[6, 5, 7, 7, 7, 7, 5, 7]","Sredni poziom energii zyjacych: ","40,36","Srednia dlugosc zycia martwych: ","45,67"
"Dzien symulacji: ","836","Liczba roslin: ","223","Liczba zwierzat: ","44","Liczba wolnych pol : ","637","Najpopularniejszy genotyp: ","[6, 5, 7, 7, 7, 7, 5, 7]","Sredni poziom energii zyjacych: ","40,27","Srednia dlugosc zycia martwych: ","45,67"
"Dzien symulacji: ","837","Liczba roslin: ","224","Liczba zwierzat: ","43","Liczba wolnych pol : ","635","Najpopularniejszy genotyp: ","[6, 5, 7, 7, 7, 7, 5, 7]","Sredni poziom energii zyjacych: ","41,60","Srednia dlugosc zycia martwych: ","45,88"
"Dzien symulacji: ","838","Liczba roslin: ","222","Liczba zwierzat: ","44","Liczba wolnych pol : ","638","Najpopularniejszy genotyp: ","[6, 5, 7, 7, 7, 7, 5, 7]","Sredni poziom energii zyjacych: ","41,48","Srednia dlugosc zycia martwych: ","45,88"
"Dzien symulacji: ","839","Liczba roslin: ","224","Liczba zwierzat: ","45","Liczba wolnych pol : ","633","Najpopularniejszy genotyp: ","[6, 5, 7, 7, 7, 7, 5, 7]","Sredni poziom energii zyjacych: ","40,67","Srednia dlugosc zycia martwych: ","45,88"
"Dzien symulacji: ","840","Liczba roslin: ","227","Liczba zwierzat: ","45","Liczba wolnych pol : ","631","Najpopularniejszy genotyp: ","[6, 5, 7, 7, 7, 7, 5, 7]","Sredni poziom energii zyjacych: ","40,33","Srednia dlugosc zycia martwych: ","45,85"
"Dzien symulacji: ","841","Liczba roslin: ","230","Liczba zwierzat: ","46","Liczba wolnych pol : ","627","Najpopularniejszy genotyp: ","[6, 5, 7, 7, 7, 7, 5, 7]","Sredni poziom energii zyjacych: ","39,33","Srednia dlugosc zycia martwych: ","45,85"
"Dzien symulacji: ","842","Liczba roslin: ","228","Liczba zwierzat: ","46","Liczba wolnych pol : ","628","Najpopularniejszy genotyp: ","[6, 5, 7, 7, 7, 7, 5, 7]","Sredni poziom energii zyjacych: ","40,07","Srednia dlugosc zycia martwych: ","45,85"
"Dzien symulacji: ","843","Liczba roslin: ","228","Liczba zwierzat: ","46","Liczba wolnych pol : ","628","Najpopularniejszy genotyp: ","[6, 5, 7, 7, 7, 7, 5, 7]","Sredni poziom energii zyjacych: ","40,59","Srednia dlugosc zycia martwych: ","45,85"
"Dzien symulacji: ","844","Liczba roslin: ","225","Liczba zwierzat: ","47","Liczba wolnych pol : ","634","Najpopularniejszy genotyp: ","[6, 5, 7, 7, 7, 7, 5, 7]","Sredni poziom energii zyjacych: ","40,64","Srednia dlugosc zycia martwych: ","45,85"
"Dzien symulacji: ","845","Liczba roslin: ","225","Liczba zwierzat: ","47","Liczba wolnych pol : ","632","Najpopularniejszy genotyp: ","[0, 0, 6, 1, 7, 4, 6, 4]","Sredni poziom energii zyjacych: ","40,70","Srednia dlugosc zycia martwych: ","45,81"
"Dzien symulacji: ","846","Liczba roslin: ","226","Liczba zwierzat: ","47","Liczba wolnych pol : ","631","Najpopularniejszy genotyp: ","[0, 0, 6, 1, 7, 4, 6, 4]","Sredni poziom energii zyjacych: ","41,09","Srednia dlugosc zycia martwych: ","45,80"
"Dzien symulacji: ","847","Liczba roslin: ","227","Liczba zwierzat: ","47","Liczba wolnych pol : ","628","Najpopularniejszy genotyp: ","[0, 0, 6, 1, 7, 4, 6, 4]","Sredni poziom energii zyjacych: ","41,36","Srednia dlugosc zycia martwych: ","45,80"
"Dzien symulacji: ","848","Liczba roslin: ","230","Liczba zwierzat: ","47","Liczba wolnych pol : ","626","Najpopularniejszy genotyp: ","[0, 0, 6, 1, 7, 4, 6, 4]","Sredni poziom energii zyjacych: ","41,21","Srednia dlugosc zycia martwych: ","45,79"
"Dzien symulacji: ","849","Liczba roslin: ","230","Liczba zwierzat: ","47","Liczba wolnych pol : ","626","Najpopularniejszy genotyp: ","[0, 0, 6, 1, 7, 4, 6, 4]","Sredni poziom energii zyjacych: ","41,70","Srednia dlugosc zycia martwych: ","45,75"
"Dzien symulacji: ","850","Liczba roslin: ","227","Liczba zwierzat: ","47","Liczba wolnych pol : ","627","Najpopularniejszy genotyp: ","[0, 0, 6, 1, 7, 4, 6, 4]","Sredni poziom energii zyjacych: ","42,62","Srednia dlugosc zycia martwych: ","45,75"
"Dzien symulacji: ","851","Liczba roslin: ","223","Liczba zwierzat: ","48","Liczba wolnych pol : ","635","Najpopularniejszy genotyp: ","[0, 0, 6, 1, 7, 4, 6, 4]","Sredni poziom energii zyjacych: ","43,02","Srednia dlugosc zycia martwych: ","45,75"
"Dzien symulacji: ","852","Liczba roslin: ","224","Liczba zwierzat: ","47","Liczba wolnych pol : ","631","Najpopularniejszy genotyp: ","[0, 0, 6, 1, 7, 4, 6, 4]","Sredni poziom energii zyjacych: ","44,21","Srednia dlugosc zycia martwych: ","45,78"
"Dzien symulacji: ","853","Liczba roslin: ","226","Liczba zwierzat: ","47","Liczba wolnych pol : ","630","Najpopularniejszy genotyp: ","[0, 0, 6, 1, 7, 4, 6, 4]","Sredni poziom energii zyjacych: ","44,06","Srednia dlugosc zycia martwych: ","45,78"
"Dzien symulacji: ","854","Liczba roslin: ","225","Liczba zwierzat: ","46","Liczba wolnych pol : ","634","Najpopularniejszy genotyp: ","[0, 0, 6, 1, 7, 4, 6, 4]","Sredni poziom energii zyjacych: ","45,76","Srednia dlugosc zycia martwych: ","45,81"
"Dzien symulacji: ","855","Liczba roslin: ","224","Liczba zwierzat: ","44","Liczba wolnych pol : ","633","Najpopularniejszy genotyp: ","[0, 0, 6, 1, 7, 4, 6, 4]","Sredni poziom energii zyjacych: ","48,66","Srednia dlugosc zycia martwych: ","45,93"
"Dzien symulacji: ","856","Liczba roslin: ","224","Liczba zwierzat: ","43","Liczba wolnych pol : ","634","Najpopularniejszy genotyp: ","[0, 0, 6, 1, 7, 4, 6, 4]","Sredni poziom energii zyjacych: ","50,42","Srednia dlugosc zycia martwych: ","45,93"
"Dzien symulacji: ","857","Liczba roslin: ","228","Liczba zwierzat: ","44","Liczba wolnych pol : ","631","Najpopularniejszy genotyp: ","[0, 0, 6, 1, 7, 4, 6, 4]","Sredni poziom energii zyjacych: ","48,95","Srednia dlugosc zycia martwych: ","45,93"
"Dzien symulacji: ","858","Liczba roslin: ","231","Liczba zwierzat: ","45","Liczba wolnych pol : ","629","Najpopularniejszy genotyp: ","[5, 7, 4, 2, 0, 2, 4, 6]","Sredni poziom energii zyjacych: ","47,76","Srednia dlugosc zycia martwych: ","45,93"
"Dzien symulacji: ","859","Liczba roslin: ","234","Liczba zwierzat: ","47","Liczba wolnych pol : ","625","Najpopularniejszy genotyp: ","[5, 7, 4, 2, 0, 2, 4, 6]","Sredni poziom energii zyjacych: ","45,57","Srednia dlugosc zycia martwych: ","45,93"
"Dzien symulacji: ","860","Liczba roslin: ","233","Liczba zwierzat: ","48","Liczba wolnych pol : ","623","Najpopularniejszy genotyp: ","[5, 7, 4, 2, 0, 2, 4, 6]","Sredni poziom energii zyjacych: ","45,29","Srednia dlugosc zycia martwych: ","45,93"
"Dzien symulacji: ","861","Liczba roslin: ","232","Liczba zwierzat: ","48","Liczba wolnych pol : ","623","Najpopularniejszy genotyp: ","[5, 7, 4, 2, 0, 2, 4, 6]","Sredni poziom energii zyjacych: ","45,96","Srednia dlugosc zycia martwych: ","45,89"
